id,Temperature,Humidity,Wind Speed,Precipitation,Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility,Location,target
12467,19,72,10,88,clear,1014.43,2,Autumn,13.5,coastal,Sunny
12468,3,89,19,67,overcast,995.64,0,Winter,5,inland,Snowy
12469,-14,38,1.5,52,partly cloudy,1111.93,9,Spring,18,mountain,Snowy
12470,-1,63,7.5,90,overcast,988.16,1,Winter,1.5,mountain,Snowy
12471,15,108,24,104,partly cloudy,1002.99,12,Autumn,3,mountain,Cloudy
12472,28,76,11.5,78,overcast,1015.82,1,Summer,3.5,inland,Rainy
12473,38,32,1.5,10,clear,1010.05,6,Autumn,9,mountain,Sunny
12474,18,102,15,104,clear,1018.3,5,Autumn,5,coastal,Sunny
12475,-12,68,4,76,overcast,1052.9,3,Autumn,11,inland,Sunny
12476,40,34,9,0,clear,1028.25,11,Spring,7.5,mountain,Sunny
12477,35,54,5.5,10,partly cloudy,1023.43,6,Summer,5,inland,Sunny
12478,33,30,1,4,clear,1026.91,7,Spring,10,mountain,Sunny
12479,15,75,8,30,overcast,1015.62,3,Summer,8,mountain,Cloudy
12480,31,31,3.5,11,clear,1010.47,11,Autumn,7.5,inland,Sunny
12481,15,76,9,15,partly cloudy,1013.25,4,Autumn,7,coastal,Cloudy
12482,20,78,9,92,partly cloudy,1008.08,10,Summer,5.5,mountain,Cloudy
12483,22,38,2.5,11,clear,1024.93,11,Spring,7.5,mountain,Sunny
12484,22,76,9.5,31,partly cloudy,1005.45,1,Summer,7.5,mountain,Cloudy
12485,16,73,37.5,94,partly cloudy,1002.36,7,Spring,0.5,inland,Rainy
12486,16,85,9.5,65,overcast,1014.99,2,Summer,2,mountain,Rainy
12487,23,91,23,89,overcast,1013.79,5,Spring,3,coastal,Rainy
12488,30,32,3,3,clear,1012.93,11,Winter,9.5,mountain,Sunny
12489,16,74,14.5,65,overcast,995.58,1,Summer,3,mountain,Rainy
12490,3,81,18.5,59,overcast,985.54,1,Winter,3,mountain,Snowy
12491,43,28,2,0,clear,1027.55,7,Spring,8,inland,Sunny
12492,10,70,5,58,overcast,1015.82,3,Winter,2,mountain,Rainy
12493,33,61,6,78,partly cloudy,1019.2,3,Winter,3.5,coastal,Rainy
12494,24,76,16,69,overcast,999.91,3,Spring,2,mountain,Rainy
12495,23,73,0.5,44,overcast,1005.87,2,Summer,7,mountain,Cloudy
12496,-15,37,5.5,34,cloudy,852.76,7,Autumn,15,mountain,Rainy
12497,-17,44,2,80,partly cloudy,950.59,6,Spring,19.5,coastal,Sunny
12498,-3,93,11.5,61,overcast,988.38,0,Winter,2.5,inland,Snowy
12499,20,83,13.5,52,overcast,1008.2,1,Winter,3.5,inland,Rainy
12500,39,34,0.5,7,partly cloudy,1029.33,8,Winter,9.5,coastal,Sunny
12501,27,61,18.5,93,partly cloudy,1007.73,0,Winter,4.5,coastal,Rainy
12502,12,72,7,35,overcast,1008.54,1,Spring,5,coastal,Cloudy
12503,-1,73,11,71,overcast,985.83,1,Winter,2.5,inland,Snowy
12504,17,99,7.5,85,overcast,992.33,0,Winter,2,coastal,Rainy
12505,41,34,9.5,3,partly cloudy,1015.17,8,Autumn,8,inland,Sunny
12506,22,24,6,0,clear,1023.91,6,Autumn,5.5,mountain,Sunny
12507,19,99,12.5,57,overcast,994.3,0,Summer,4,coastal,Rainy
12508,-2,85,8.5,55,overcast,999.3,1,Winter,1.5,mountain,Snowy
12509,36,35,4.5,17,clear,1010.94,7,Autumn,7,coastal,Sunny
12510,31,59,8.5,73,overcast,914.79,6,Spring,12.5,mountain,Rainy
12511,-8,82,6.5,53,overcast,987.08,0,Winter,2.5,inland,Snowy
12512,17,60,11,12,partly cloudy,1007.55,3,Winter,6,coastal,Cloudy
12513,34,53,0,0,clear,1019.78,5,Spring,9.5,inland,Sunny
12514,27,37,8.5,14,clear,1021.89,9,Autumn,5.5,mountain,Sunny
12515,16,92,25.5,80,overcast,1016.66,7,Autumn,2.5,coastal,Rainy
12516,42,35,7,2,partly cloudy,1028.81,8,Autumn,9.5,coastal,Sunny
12517,20,67,7,13,partly cloudy,1014.38,9,Winter,8.5,mountain,Sunny
12518,-15,76,5.5,77,overcast,980.24,7,Winter,4,mountain,Snowy
12519,6,28,0.5,11,cloudy,1194.69,14,Spring,17.5,mountain,Sunny
12520,23,62,0.5,42,partly cloudy,1014.2,1,Winter,6,inland,Cloudy
12521,23,80,6,54,overcast,1015.46,1,Winter,2,mountain,Rainy
12522,34,51,1.5,35,partly cloudy,1005.67,1,Summer,7,mountain,Cloudy
12523,22,33,1.5,13,partly cloudy,1010.66,6,Autumn,9,inland,Sunny
12524,44,34,1.5,18,clear,1016.96,7,Spring,6.5,mountain,Sunny
12525,-8,84,3,58,partly cloudy,989.47,0,Winter,3.5,mountain,Snowy
12526,30,33,8.5,16,clear,1010.6,11,Autumn,8,mountain,Sunny
12527,11,63,7,13,overcast,1009.2,4,Winter,8,inland,Cloudy
12528,33,93,18.5,93,overcast,1013.71,2,Summer,3,mountain,Rainy
12529,-9,82,16,85,overcast,995.61,0,Winter,3.5,inland,Snowy
12530,19,56,3,22,partly cloudy,1008.09,2,Summer,8,coastal,Cloudy
12531,15,69,7.5,55,overcast,929.31,10,Spring,12,inland,Rainy
12532,20,75,5,11,partly cloudy,1007.74,2,Summer,5.5,coastal,Cloudy
12533,34,42,4,6,partly cloudy,1023.9,11,Autumn,9,mountain,Sunny
12534,4,92,19,80,overcast,985.07,1,Winter,4.5,inland,Snowy
12535,27,97,5.5,70,partly cloudy,1014.68,2,Spring,1.5,inland,Rainy
12536,5,24,4.5,74,overcast,1129.82,11,Winter,7,coastal,Cloudy
12537,28,101,8,95,clear,1019.07,11,Autumn,1,inland,Sunny
12538,-10,89,12.5,90,overcast,995.44,1,Winter,3.5,mountain,Snowy
12539,-1,77,6,81,partly cloudy,992.52,1,Winter,1.5,inland,Snowy
12540,15,76,15,77,overcast,999.71,1,Autumn,3,coastal,Rainy
12541,21,61,15.5,58,overcast,1016.19,3,Autumn,1,coastal,Rainy
12542,32,95,5.5,102,partly cloudy,1018.34,11,Autumn,8.5,inland,Cloudy
12543,42,56,5,2,clear,1028.09,10,Summer,8,coastal,Sunny
12544,25,47,4,1,clear,1013.16,6,Winter,5.5,mountain,Sunny
12545,9,88,19,88,overcast,1001.62,1,Autumn,1,coastal,Rainy
12546,15,66,7.5,49,partly cloudy,1015.58,3,Summer,7,coastal,Cloudy
12547,-5,84,13,85,partly cloudy,987.11,0,Winter,3.5,inland,Snowy
12548,12,79,4,16,overcast,1005.44,2,Autumn,5,coastal,Cloudy
12549,-12,32,13.5,45,overcast,926.47,9,Summer,13,inland,Sunny
12550,36,57,8,17,partly cloudy,1028.35,5,Summer,5.5,mountain,Sunny
12551,27,68,7,61,partly cloudy,997.22,2,Summer,2.5,mountain,Rainy
12552,34,75,3,17,overcast,1019.39,1,Summer,8.5,mountain,Cloudy
12553,57,85,28,107,overcast,1016.29,8,Autumn,1,coastal,Rainy
12554,2,68,8,92,overcast,994.14,0,Winter,3.5,inland,Snowy
12555,-8,72,7,77,overcast,990.53,0,Winter,3,inland,Snowy
12556,37,60,3,27,partly cloudy,989.8,1,Winter,7,inland,Cloudy
12557,22,28,1.5,13,clear,1022.9,8,Autumn,8,inland,Sunny
12558,23,75,2.5,11,partly cloudy,1012.14,4,Winter,8,coastal,Cloudy
12559,49,73,1.5,101,clear,1017.37,1,Summer,7.5,mountain,Sunny
12560,-10,62,14,58,partly cloudy,989.05,1,Winter,3.5,inland,Snowy
12561,15,74,18,90,partly cloudy,1006.95,2,Winter,5,mountain,Rainy
12562,-10,91,12,71,partly cloudy,999.57,1,Winter,2,inland,Snowy
12563,23,46,6,18,partly cloudy,1012.17,10,Summer,6.5,mountain,Sunny
12564,33,94,13.5,67,overcast,997.77,3,Spring,4.5,coastal,Rainy
12565,24,70,2.5,12,partly cloudy,1014.71,2,Autumn,8.5,coastal,Cloudy
12566,-6,74,0,55,overcast,991,1,Winter,3,inland,Snowy
12567,4,109,16,93,overcast,988.15,12,Winter,3.5,inland,Snowy
12568,-4,80,11.5,91,partly cloudy,986.49,1,Winter,3,mountain,Snowy
12569,33,77,12,65,partly cloudy,997.76,1,Autumn,4.5,coastal,Rainy
12570,14,80,18,75,overcast,1016.31,0,Winter,1.5,mountain,Rainy
12571,15,68,3.5,57,overcast,1049.56,9,Summer,18,mountain,Sunny
12572,10,63,14,74,overcast,1015.72,0,Summer,2.5,inland,Rainy
12573,17,62,14,85,partly cloudy,991.8,1,Spring,2.5,mountain,Rainy
12574,42,63,7,15,clear,1012.89,7,Autumn,9,coastal,Sunny
12575,-3,78,15.5,68,overcast,996.07,1,Winter,3.5,mountain,Snowy
12576,28,60,15,51,overcast,1004.04,2,Winter,4.5,mountain,Rainy
12577,26,82,17.5,87,overcast,1005.75,0,Summer,4,coastal,Rainy
12578,-3,84,21,89,partly cloudy,986.73,9,Winter,2.5,inland,Snowy
12579,30,68,13.5,40,overcast,1002.37,3,Summer,7,coastal,Cloudy
12580,-14,105,30.5,74,overcast,981.24,2,Winter,1.5,mountain,Snowy
12581,-1,79,0.5,60,overcast,990.46,1,Winter,3.5,mountain,Snowy
12582,23,51,3,16,clear,1014.27,7,Spring,7,mountain,Sunny
12583,42,34,0.5,7,clear,1024.73,6,Winter,6.5,inland,Sunny
12584,36,107,15.5,101,overcast,1008.87,3,Spring,3,inland,Cloudy
12585,21,65,19,55,partly cloudy,1013.7,0,Autumn,4,mountain,Rainy
12586,-3,90,21.5,81,partly cloudy,983.76,13,Winter,0.5,inland,Snowy
12587,28,68,7,4,clear,1017.01,7,Spring,9.5,mountain,Sunny
12588,34,92,18,51,partly cloudy,1010.67,3,Autumn,3,coastal,Rainy
12589,-2,77,16,89,overcast,997.1,0,Winter,4,mountain,Snowy
12590,-1,95,18.5,70,overcast,993.38,1,Winter,4,inland,Snowy
12591,10,62,12.5,91,overcast,1001.13,2,Autumn,0.5,inland,Cloudy
12592,24,70,8,10,overcast,1012.9,3,Autumn,7,mountain,Cloudy
12593,27,84,15.5,53,overcast,1019.1,0,Spring,3.5,coastal,Rainy
12594,28,60,1.5,25,overcast,1009.14,4,Spring,7,mountain,Cloudy
12595,2,72,13,68,overcast,985.39,0,Winter,4.5,inland,Snowy
12596,26,74,12.5,86,overcast,1006.27,3,Summer,1.5,coastal,Rainy
12597,17,86,5.5,80,overcast,1016.08,0,Winter,4,mountain,Rainy
12598,28,87,18,90,partly cloudy,995.48,3,Summer,1.5,inland,Rainy
12599,34,69,4,10,overcast,1015.61,2,Autumn,8,coastal,Cloudy
12600,26,20,3.5,1,clear,1025.91,8,Autumn,9,inland,Sunny
12601,60,81,11,102,clear,1018.32,7,Autumn,12,coastal,Sunny
12602,18,37,3,11,partly cloudy,888.19,11,Autumn,1,inland,Snowy
12603,19,77,3,24,overcast,1006.27,1,Spring,7.5,inland,Cloudy
12604,14,84,15.5,90,partly cloudy,1011.37,1,Autumn,2.5,mountain,Rainy
12605,30,62,5.5,16,clear,1028.33,11,Summer,7.5,mountain,Sunny
12606,-8,93,1.5,55,overcast,986.82,1,Winter,2.5,mountain,Snowy
12607,4,70,5,50,partly cloudy,987.13,12,Spring,15,inland,Rainy
12608,38,68,2.5,10,clear,1023.73,5,Autumn,8.5,inland,Sunny
12609,-5,107,31,82,overcast,985.29,5,Winter,0.5,mountain,Snowy
12610,-4,21,11.5,22,cloudy,932.69,9,Spring,14,coastal,Cloudy
12611,43,89,5.5,81,clear,1016.51,0,Winter,6.5,mountain,Sunny
12612,33,67,11.5,25,overcast,1002.56,4,Autumn,7,coastal,Cloudy
12613,42,65,6.5,4,partly cloudy,1020.63,6,Spring,9,coastal,Sunny
12614,24,73,9,73,partly cloudy,1003.54,9,Autumn,6.5,coastal,Cloudy
12615,26,88,13.5,103,overcast,1011.27,4,Summer,2,coastal,Rainy
12616,32,65,8,39,overcast,1017.88,1,Spring,5,mountain,Cloudy
12617,1,88,0.5,60,overcast,985.22,0,Winter,2.5,mountain,Snowy
12618,10,77,12,14,partly cloudy,1001,4,Autumn,6.5,inland,Cloudy
12619,-8,80,7.5,96,partly cloudy,991.44,0,Winter,1,inland,Snowy
12620,25,81,32.5,86,partly cloudy,1009.6,7,Spring,7.5,inland,Cloudy
12621,62,73,7.5,70,partly cloudy,1011.67,13,Spring,0.5,inland,Sunny
12622,42,43,2,6,clear,1023.39,5,Winter,6.5,inland,Sunny
12623,44,56,3,7,clear,1023.47,9,Summer,6,mountain,Sunny
12624,34,74,8.5,76,partly cloudy,990.63,2,Summer,3,mountain,Rainy
12625,24,84,9,71,overcast,998.08,3,Winter,1.5,mountain,Rainy
12626,-7,96,2.5,71,overcast,981.5,1,Winter,5,inland,Snowy
12627,34,66,1,40,partly cloudy,1011.33,4,Autumn,6.5,inland,Cloudy
12628,16,90,13,81,overcast,1000.72,2,Autumn,2,coastal,Rainy
12629,29,97,16,65,partly cloudy,996.29,3,Summer,4,inland,Rainy
12630,40,24,6,7,partly cloudy,1013.38,10,Autumn,6.5,inland,Sunny
12631,25,68,4,42,partly cloudy,1018.88,1,Autumn,9,coastal,Cloudy
12632,1,99,2,84,overcast,991.07,0,Winter,4.5,mountain,Snowy
12633,41,45,7.5,7,clear,1023.31,6,Spring,7.5,inland,Sunny
12634,24,73,19.5,62,overcast,1004.8,2,Spring,1.5,inland,Rainy
12635,-6,62,5.5,59,overcast,989.4,0,Winter,1.5,inland,Snowy
12636,21,20,9,6,partly cloudy,1017.98,5,Spring,8,mountain,Sunny
12637,25,95,18.5,91,partly cloudy,1001.98,0,Winter,2,coastal,Rainy
12638,17,62,10,65,partly cloudy,1019.58,0,Winter,1.5,coastal,Rainy
12639,33,83,12.5,76,overcast,998.92,2,Spring,4,coastal,Rainy
12640,1,95,0,60,overcast,992.38,1,Winter,2,inland,Snowy
12641,40,50,0,3,clear,1010.07,11,Autumn,9.5,inland,Sunny
12642,10,49,1,54,overcast,856.17,3,Autumn,17,mountain,Sunny
12643,10,85,12.5,53,overcast,992.76,3,Winter,1.5,mountain,Rainy
12644,27,84,12.5,55,overcast,1015.35,3,Winter,2,coastal,Rainy
12645,29,61,8,14,clear,1018.34,8,Winter,6.5,inland,Sunny
12646,-8,75,13.5,81,overcast,999.39,1,Winter,4,inland,Snowy
12647,-3,91,6,62,overcast,999.21,0,Winter,3.5,inland,Snowy
12648,0,74,3.5,88,overcast,995.75,1,Winter,2,mountain,Snowy
12649,33,77,5,47,partly cloudy,1006.27,3,Autumn,5,coastal,Cloudy
12650,15,87,11.5,59,overcast,1012.68,3,Summer,1.5,coastal,Rainy
12651,13,54,1,96,overcast,955.55,8,Spring,3,inland,Rainy
12652,-6,91,22,93,overcast,991.4,13,Winter,2,mountain,Snowy
12653,30,52,0,12,overcast,1007.48,1,Autumn,8.5,coastal,Cloudy
12654,30,75,7.5,65,overcast,992.54,0,Autumn,1.5,inland,Rainy
12655,33,20,12,81,overcast,917.04,4,Autumn,13,mountain,Rainy
12656,14,85,34,72,overcast,1017.66,7,Spring,2.5,coastal,Rainy
12657,51,74,12,84,partly cloudy,1022.87,1,Winter,4.5,mountain,Sunny
12658,-7,83,17.5,65,overcast,980.32,0,Winter,3.5,inland,Snowy
12659,26,62,15.5,90,partly cloudy,1009.38,2,Autumn,1.5,coastal,Rainy
12660,41,77,14,21,overcast,850.62,1,Winter,1.5,coastal,Cloudy
12661,2,89,16.5,76,overcast,991.63,0,Winter,1,inland,Snowy
12662,4,84,15,76,overcast,988.81,0,Winter,3,mountain,Snowy
12663,34,102,27,93,overcast,993.42,7,Spring,5,mountain,Rainy
12664,17,77,3,41,partly cloudy,1006.91,1,Winter,8.5,coastal,Cloudy
12665,33,75,20.5,102,clear,1027.57,0,Autumn,4,mountain,Sunny
12666,10,68,11.5,21,partly cloudy,1005.05,2,Winter,5.5,mountain,Cloudy
12667,34,62,13.5,28,partly cloudy,1007.36,2,Winter,6.5,inland,Cloudy
12668,30,74,6.5,109,clear,1020.56,12,Autumn,11,mountain,Sunny
12669,28,41,11.5,42,overcast,944.45,1,Summer,5,coastal,Sunny
12670,11,91,34.5,82,overcast,1007.44,7,Winter,1.5,mountain,Rainy
12671,44,68,10,3,clear,1017.96,5,Summer,6,inland,Sunny
12672,44,48,1.5,2,partly cloudy,1017.09,5,Autumn,9,inland,Sunny
12673,61,109,32,93,partly cloudy,990.26,7,Autumn,1,inland,Rainy
12674,34,90,7,79,overcast,1003.12,1,Winter,4.5,inland,Rainy
12675,24,50,6,11,partly cloudy,1018.21,3,Spring,6,mountain,Cloudy
12676,18,73,7.5,16,overcast,1005.16,3,Winter,8,inland,Cloudy
12677,33,63,15.5,94,overcast,1012.72,2,Autumn,4,inland,Rainy
12678,19,70,11,19,partly cloudy,1008.18,2,Winter,6.5,inland,Cloudy
12679,16,41,1.5,83,overcast,867.66,11,Autumn,14.5,coastal,Snowy
12680,38,50,2.5,0,partly cloudy,1011.42,8,Winter,8.5,inland,Sunny
12681,19,63,4,43,partly cloudy,1012.4,4,Spring,5.5,mountain,Cloudy
12682,31,23,1.5,14,clear,1017.36,6,Autumn,9,mountain,Sunny
12683,16,103,24.5,72,overcast,1011.9,11,Spring,6,coastal,Cloudy
12684,44,67,6.5,4,clear,1017.84,11,Summer,9.5,coastal,Sunny
12685,11,78,9.5,78,overcast,1006.13,2,Summer,3.5,inland,Rainy
12686,34,64,8.5,19,partly cloudy,1010.68,2,Summer,7,inland,Cloudy
12687,29,59,8.5,8,partly cloudy,1012.14,9,Winter,7,mountain,Sunny
12688,-5,91,6,91,overcast,980.63,1,Winter,3,mountain,Snowy
12689,18,98,17.5,95,partly cloudy,1016.79,1,Spring,4.5,mountain,Rainy
12690,1,61,13.5,56,overcast,994.3,0,Winter,1,mountain,Snowy
12691,17,77,14.5,58,overcast,996.07,2,Summer,2,coastal,Rainy
12692,31,77,9,40,partly cloudy,1000.97,2,Summer,6.5,inland,Cloudy
12693,35,35,8.5,83,cloudy,1135.1,0,Autumn,6.5,mountain,Rainy
12694,16,90,16.5,77,partly cloudy,991.95,1,Winter,4.5,inland,Rainy
12695,26,106,15.5,100,partly cloudy,1012.47,14,Winter,4.5,mountain,Cloudy
12696,21,82,14.5,59,overcast,995.44,3,Winter,1,coastal,Rainy
12697,25,50,1.5,15,partly cloudy,1010.09,5,Spring,6,coastal,Sunny
12698,25,55,9,46,partly cloudy,1001.9,4,Autumn,8,coastal,Cloudy
12699,-17,53,6.5,58,partly cloudy,922.89,12,Spring,8.5,inland,Sunny
12700,38,66,5.5,5,clear,1024.39,5,Summer,8,mountain,Sunny
12701,17,67,10.5,77,overcast,991.22,0,Autumn,4.5,inland,Rainy
12702,-11,89,16.5,94,overcast,986.05,0,Winter,1.5,mountain,Snowy
12703,20,78,18.5,62,partly cloudy,1015.25,2,Autumn,4,coastal,Rainy
12704,22,26,6,90,partly cloudy,907.31,1,Spring,16.5,inland,Cloudy
12705,27,65,14,11,partly cloudy,920.85,2,Autumn,18.5,mountain,Rainy
12706,34,87,14,56,overcast,990.55,3,Spring,2.5,mountain,Rainy
12707,61,85,8.5,108,partly cloudy,1009.51,6,Spring,2,inland,Cloudy
12708,31,35,4,13,partly cloudy,1011.03,8,Summer,9,coastal,Sunny
12709,14,85,27.5,85,overcast,1005.2,2,Winter,5,coastal,Rainy
12710,21,58,13,22,overcast,1017.15,2,Winter,7,inland,Cloudy
12711,43,47,1.5,81,partly cloudy,921.97,13,Spring,18,inland,Cloudy
12712,25,53,9.5,15,clear,1026.09,11,Autumn,7.5,mountain,Sunny
12713,26,63,4.5,14,partly cloudy,1013.55,9,Autumn,7,coastal,Sunny
12714,22,60,4.5,33,partly cloudy,1016.31,1,Winter,8.5,inland,Cloudy
12715,31,66,7,38,partly cloudy,820.69,9,Winter,4,mountain,Rainy
12716,21,72,17.5,56,overcast,990.61,0,Spring,4.5,coastal,Rainy
12717,53,73,29,82,partly cloudy,1008.15,13,Winter,8,inland,Cloudy
12718,41,43,10,14,partly cloudy,1024.52,10,Spring,5.5,coastal,Sunny
12719,18,69,6.5,71,overcast,997.95,2,Winter,2.5,coastal,Rainy
12720,16,72,13,55,overcast,1019.06,0,Autumn,2.5,inland,Rainy
12721,40,62,5,11,clear,1020.6,8,Spring,9.5,coastal,Sunny
12722,-17,36,11,71,cloudy,1135.47,5,Autumn,17,coastal,Rainy
12723,-8,88,5,97,partly cloudy,985.16,0,Winter,3,mountain,Snowy
12724,-1,97,5.5,95,overcast,989.5,1,Winter,2.5,inland,Snowy
12725,16,77,0.5,14,partly cloudy,1002.56,3,Winter,6.5,mountain,Cloudy
12726,25,99,20.5,84,overcast,1005.78,12,Autumn,3,inland,Cloudy
12727,14,72,19,52,overcast,1012.03,3,Spring,2.5,coastal,Rainy
12728,20,55,10,10,clear,1025.13,10,Summer,9,coastal,Sunny
12729,4,81,5.5,96,overcast,985.69,1,Winter,2,mountain,Snowy
12730,26,71,12.5,96,overcast,1085.68,4,Summer,18,inland,Cloudy
12731,25,79,12,79,partly cloudy,1014.71,0,Summer,4,mountain,Rainy
12732,28,76,9,13,partly cloudy,1010.43,2,Summer,8.5,coastal,Cloudy
12733,26,86,9,74,partly cloudy,998.68,3,Spring,3,coastal,Rainy
12734,21,66,9,41,overcast,1005.77,4,Winter,6,coastal,Cloudy
12735,-8,82,18.5,73,overcast,988.5,1,Winter,4,mountain,Snowy
12736,27,69,4,6,clear,1011.41,8,Summer,7,coastal,Sunny
12737,34,58,1.5,10,partly cloudy,1018.79,8,Autumn,9.5,inland,Sunny
12738,27,73,12,34,partly cloudy,1002.11,4,Winter,8,inland,Cloudy
12739,18,53,3.5,35,partly cloudy,1013.46,2,Spring,5,coastal,Cloudy
12740,15,90,20,95,overcast,995.68,3,Spring,1.5,inland,Rainy
12741,27,27,1,12,clear,1010.11,7,Summer,8,inland,Sunny
12742,23,99,12,61,overcast,1001.71,0,Winter,2.5,inland,Rainy
12743,12,54,4.5,19,partly cloudy,1005.27,4,Winter,8.5,coastal,Cloudy
12744,4,85,2.5,72,overcast,997.1,1,Winter,3,inland,Snowy
12745,21,94,7.5,50,overcast,1014.82,3,Autumn,1.5,inland,Rainy
12746,3,75,14.5,71,overcast,987.78,1,Winter,2,mountain,Snowy
12747,20,36,3,6,clear,1015.31,10,Spring,7.5,coastal,Sunny
12748,36,49,8.5,83,partly cloudy,1149.19,1,Winter,16,inland,Sunny
12749,-8,90,7.5,56,overcast,999.04,0,Winter,4.5,inland,Snowy
12750,67,90,21,95,clear,1013.26,12,Summer,10,coastal,Sunny
12751,13,90,14.5,93,overcast,1014.44,2,Autumn,4.5,inland,Rainy
12752,10,50,4.5,36,partly cloudy,1008.35,4,Spring,8,inland,Cloudy
12753,90,83,15,98,clear,1028.13,2,Summer,10,inland,Sunny
12754,27,52,1.5,16,clear,1020.04,11,Autumn,6,inland,Sunny
12755,-3,78,15.5,77,overcast,993.14,0,Winter,4,inland,Snowy
12756,19,82,10,53,overcast,1007.78,1,Spring,4,mountain,Rainy
12757,20,55,7.5,28,overcast,1017.15,2,Winter,7.5,coastal,Cloudy
12758,26,42,6.5,9,clear,1028.15,8,Spring,7.5,inland,Sunny
12759,32,51,8,11,clear,1010.91,11,Autumn,6,coastal,Sunny
12760,43,98,4,101,overcast,1017.91,1,Winter,7.5,coastal,Cloudy
12761,-9,69,19.5,76,overcast,995.21,0,Winter,3,inland,Snowy
12762,-10,73,0.5,74,overcast,992.52,0,Winter,4,mountain,Snowy
12763,28,50,8.5,3,partly cloudy,1028.84,11,Winter,9.5,mountain,Sunny
12764,-4,99,20,73,overcast,999.82,9,Winter,1.5,inland,Snowy
12765,22,65,6,12,partly cloudy,1016.64,2,Winter,6,inland,Cloudy
12766,25,67,7,49,partly cloudy,1010.71,1,Autumn,6.5,inland,Cloudy
12767,28,81,8,67,overcast,1009.52,3,Autumn,3.5,mountain,Rainy
12768,17,77,8.5,15,partly cloudy,1016.21,4,Winter,8.5,inland,Cloudy
12769,23,77,13,87,clear,1027.16,12,Winter,9,coastal,Sunny
12770,29,89,12,61,overcast,1000.36,1,Winter,4.5,inland,Rainy
12771,30,31,8,49,partly cloudy,918.45,3,Autumn,12,coastal,Cloudy
12772,27,55,0,7,clear,1022.26,6,Summer,7.5,mountain,Sunny
12773,17,74,0.5,38,overcast,1012.1,4,Spring,7,coastal,Cloudy
12774,36,68,3.5,11,partly cloudy,1023.75,5,Autumn,9.5,coastal,Sunny
12775,33,75,4,48,overcast,1012.57,1,Winter,8,inland,Cloudy
12776,4,65,4,51,partly cloudy,993.16,1,Winter,1.5,inland,Snowy
12777,25,75,2.5,72,overcast,1048.27,9,Winter,19,inland,Rainy
12778,30,76,14.5,25,partly cloudy,1015.22,2,Spring,8.5,mountain,Cloudy
12779,22,78,11,39,overcast,1005.32,4,Summer,8,coastal,Cloudy
12780,11,78,6.5,96,overcast,1003.38,2,Winter,1.5,mountain,Rainy
12781,17,76,2,40,partly cloudy,1017.61,2,Spring,6,coastal,Cloudy
12782,32,96,8,62,partly cloudy,1018.06,3,Spring,2.5,coastal,Rainy
12783,-2,99,31.5,89,overcast,991.12,4,Winter,0.5,mountain,Snowy
12784,20,73,14,18,partly cloudy,1003.02,2,Autumn,6,mountain,Cloudy
12785,21,60,12,38,partly cloudy,1002.29,1,Winter,6.5,inland,Cloudy
12786,17,64,15.5,55,overcast,1019.47,0,Autumn,2.5,inland,Rainy
12787,26,24,5.5,4,clear,1019.73,10,Winter,9.5,mountain,Sunny
12788,45,73,13.5,78,partly cloudy,1114.71,3,Spring,1,coastal,Rainy
12789,40,93,19.5,105,clear,1013.88,12,Summer,3.5,inland,Sunny
12790,2,76,30.5,101,overcast,995.85,0,Winter,0.5,inland,Snowy
12791,19,84,7,78,overcast,1018.65,0,Summer,1,inland,Rainy
12792,13,95,11,70,partly cloudy,1011.47,12,Winter,5,inland,Rainy
12793,32,27,8,8,partly cloudy,1013.28,6,Winter,7.5,coastal,Sunny
12794,22,26,2,14,partly cloudy,1010.77,10,Spring,5.5,coastal,Sunny
12795,21,77,3.5,99,overcast,1016.89,10,Autumn,4.5,coastal,Cloudy
12796,37,84,8.5,88,partly cloudy,1010.08,2,Summer,9.5,coastal,Cloudy
12797,26,59,3.5,19,clear,1025.71,9,Autumn,8,coastal,Sunny
12798,25,74,11.5,42,overcast,1005.83,4,Spring,7.5,inland,Cloudy
12799,-6,96,9.5,91,overcast,986.03,14,Winter,0.5,inland,Snowy
12800,1,62,18.5,82,overcast,991.37,0,Winter,4.5,inland,Snowy
12801,34,64,1,19,overcast,1018.24,1,Summer,5,coastal,Cloudy
12802,10,44,2,70,partly cloudy,1019.65,4,Winter,13.5,mountain,Cloudy
12803,13,75,19.5,87,partly cloudy,1017.46,12,Summer,5.5,mountain,Rainy
12804,32,57,9,6,clear,1021.55,5,Winter,5.5,coastal,Sunny
12805,32,52,4.5,40,partly cloudy,1007.6,4,Spring,8.5,coastal,Cloudy
12806,-2,97,17.5,60,overcast,982.42,0,Winter,3,inland,Snowy
12807,1,83,17,87,partly cloudy,985.57,1,Winter,3,mountain,Snowy
12808,34,70,5,92,partly cloudy,1024.79,9,Autumn,9,mountain,Sunny
12809,63,96,19.5,84,clear,1023.2,9,Summer,12,inland,Sunny
12810,-9,95,17.5,55,overcast,987.04,0,Winter,4.5,mountain,Snowy
12811,-7,75,17.5,72,overcast,990.96,8,Winter,4,inland,Snowy
12812,26,98,11,64,partly cloudy,993.19,0,Summer,2,coastal,Rainy
12813,30,64,13,26,overcast,1017.92,1,Spring,8,mountain,Cloudy
12814,-9,96,18,71,overcast,988.1,1,Winter,5,mountain,Snowy
12815,72,88,12,83,clear,1015.17,13,Winter,5.5,coastal,Sunny
